,_V_I_OFF_x,_V_I_OFF_y
254,-2.214,0.04932523454271597
255,-2.2119999999999997,0.0493286287496001
256,-2.21,0.04933195426335369
257,-2.208,0.049335210279044375
258,-2.206,0.04933839606423806
259,-2.2039999999999997,0.04934151095899893
260,-2.202,0.04934455437588944
261,-2.2,0.049347525799970364
262,-2.198,0.04935042478880072
263,-2.1959999999999997,0.04935325097243781
264,-2.194,0.049356004053437236
265,-2.192,0.04935868380685286
266,-2.19,0.04936129008023684
267,-2.1879999999999997,0.04936382279363961
268,-2.186,0.04936628193960987
269,-2.184,0.049368667583194616
270,-2.182,0.04937097986193913
271,-2.1799999999999997,0.04937321898588696
272,-2.178,0.04937538523757994
273,-2.176,0.04937747897205819
274,-2.174,0.049379500616860104
275,-2.1719999999999997,0.049381450672022355
276,-2.17,0.0493833297100799
277,-2.168,0.049385138376065986
278,-2.166,0.049386877387512115
279,-2.1639999999999997,0.049388547534448095
280,-2.162,0.049390149679402
281,-2.16,0.049391684757400196
282,-2.158,0.04939315377596732
283,-2.1559999999999997,0.04939455781512629
284,-2.154,0.04939589802739831
285,-2.152,0.04939717563780287
286,-2.15,0.049398391943857714
287,-2.1479999999999997,0.04939954831557889
288,-2.146,0.049400646195480735
289,-2.144,0.049401687098575835
290,-2.142,0.04940267261237509
291,-2.14,0.04940360439688765
292,-2.138,0.04940448418462097
293,-2.136,0.04940531378058078
294,-2.134,0.049406095062271074
295,-2.132,0.049406829979694145
296,-2.13,0.04940752055535057
297,-2.128,0.04940816888423918
298,-2.126,0.049408777133857114
299,-2.124,0.04940934754419978
300,-2.122,0.04940988242776087
301,-2.12,0.049410384169532355
302,-2.118,0.049410855227004474
303,-2.116,0.04941129813016577
304,-2.114,0.04941171548150306
305,-2.112,0.049412109956001427
306,-2.11,0.04941248430114424
307,-2.108,0.04941284133691316
308,-2.106,0.04941318395578813
309,-2.104,0.049413515122747345
310,-2.102,0.04941383787526732
311,-2.1,0.049414155323322814
312,-2.098,0.049414470649386893
313,-2.096,0.04941478710843089
314,-2.094,0.049415108027924426
315,-2.092,0.049415436807835396
316,-2.09,0.04941577692062998
317,-2.088,0.049416131911272636
318,-2.086,0.049416505397226106
319,-2.084,0.04941690106845141
320,-2.082,0.04941732268740785
321,-2.08,0.049417774089053006
322,-2.078,0.049418259180842736
323,-2.076,0.04941878194273119
324,-2.074,0.04941934642717078
325,-2.072,0.04941995675911222
326,-2.07,0.049420617136004485
327,-2.068,0.04942133133096937
328,-2.066,0.04942207199736119
329,-2.064,0.04942282056675592
330,-2.062,0.04942357580639162
331,-2.06,0.04942433651091258
332,-2.058,0.04942510150236936
333,-2.056,0.04942586963021874
334,-2.054,0.049426639771323756
335,-2.052,0.04942741082995367
336,-2.05,0.049428181737783995
337,-2.048,0.04942895145389648
338,-2.046,0.04942971896477912
339,-2.044,0.04943048328432616
340,-2.042,0.04943124345383806
341,-2.04,0.04943199854202155
342,-2.038,0.04943274764498958
343,-2.036,0.04943348988626136
344,-2.034,0.049434224416762325
345,-2.032,0.04943495041482416
346,-2.03,0.0494356670861848
347,-2.028,0.04943637366398839
348,-2.026,0.04943706940878536
349,-2.024,0.04943775360853235
350,-2.022,0.049438425578592245
351,-2.02,0.04943908466173419
352,-2.018,0.04943973022813354
353,-2.016,0.049440361675371934
