,_n_OFF_x,_n_OFF_y
73,-3.72,0.9980087126938479
74,-3.718,0.9979789406740289
75,-3.716,0.9979494114404146
76,-3.714,0.9979201301992332
77,-3.712,0.9978911020408107
78,-3.71,0.9978623319395713
79,-3.708,0.9978338247540371
80,-3.706,0.9978055852268286
81,-3.704,0.9977776179846641
82,-3.702,0.9977499275383601
83,-3.7,0.99772251824703
84,-3.698,0.9976953920312032
85,-3.696,0.9976685470750549
86,-3.694,0.997641981293147
87,-3.692,0.9976156926682951
88,-3.69,0.9975896792515689
89,-3.688,0.9975639391622927
90,-3.686,0.9975384705880443
91,-3.684,0.997513271784656
92,-3.682,0.9974883410762139
93,-3.68,0.9974636768550583
94,-3.678,0.997439277581784
95,-3.676,0.9974151417852392
96,-3.674,0.9973912680625268
97,-3.672,0.9973676550790034
98,-3.67,0.9973443015682799
99,-3.668,0.9973212063322214
100,-3.666,0.9972983682409469
101,-3.664,0.9972757862328294
102,-3.662,0.9972534593144965
103,-3.66,0.9972313865608293
104,-3.658,0.9972095671149634
105,-3.656,0.9971880001882885
106,-3.654,0.9971666850604479
107,-3.652,0.9971456210793398
108,-3.65,0.9971248076611158
109,-3.648,0.997104244290182
110,-3.646,0.9970839305191985
111,-3.644,0.9970638659690795
112,-3.642,0.9970440503289932
113,-3.64,0.9970244833563621
114,-3.638,0.9970051648768626
115,-3.636,0.9969860947844253
116,-3.634,0.996967273041235
117,-3.632,0.9969486996777305
118,-3.63,0.9969303747926046
119,-3.628,0.9969122985528043
120,-3.6260000000000003,0.9968944711935308
121,-3.624,0.9968768930182392
122,-3.622,0.9968595643986389
123,-3.62,0.9968424857746933
124,-3.6180000000000003,0.9968256568021423
125,-3.616,0.9968090695274555
126,-3.614,0.9967927188105646
127,-3.612,0.9967766008960927
128,-3.6100000000000003,0.996760712105147
129,-3.608,0.9967450488353199
130,-3.606,0.996729607560688
131,-3.604,0.9967143848318122
132,-3.6020000000000003,0.9966993772757384
133,-3.6,0.9966845815959968
134,-3.598,0.9966699945726022
135,-3.596,0.9966556130620537
136,-3.5940000000000003,0.9966414339973353
137,-3.592,0.9966274543879153
138,-3.59,0.9966136713197468
139,-3.588,0.9966000819552668
140,-3.5860000000000003,0.9965866835333977
141,-3.584,0.9965734733695459
142,-3.582,0.9965604488556025
143,-3.58,0.996547607459943
144,-3.5780000000000003,0.9965349467274275
145,-3.576,0.9965224642794007
146,-3.5740000000000003,0.9965101578136919
147,-3.572,0.9964980251046147
148,-3.5700000000000003,0.9964860640029675
149,-3.568,0.996474272436033
150,-3.5660000000000003,0.9964626484075787
151,-3.564,0.9964511899978563
152,-3.5620000000000003,0.9964398953636023
153,-3.56,0.9964287627380377
154,-3.5580000000000003,0.996417790430868
155,-3.556,0.9964069768282832
156,-3.5540000000000003,0.9963963203929578
157,-3.552,0.996385819664051
158,-3.5500000000000003,0.9963754732572064
159,-3.548,0.9963652798645524
160,-3.5460000000000003,0.9963552382547013
