,full model_x,full model_y,"no dynamical
synapse_x","no dynamical
synapse_y"
607,-2.652,0.0,-2.652,0.0
608,-2.6500000000000004,0.0,-2.6500000000000004,0.0
609,-2.648,0.0,-2.648,0.0
610,-2.646,0.0,-2.646,0.0
611,-2.644,0.0,-2.644,0.0
612,-2.6420000000000003,0.0,-2.6420000000000003,0.0
613,-2.64,0.0,-2.64,0.0
614,-2.638,0.0,-2.638,0.0
615,-2.636,0.0,-2.636,0.0
616,-2.6340000000000003,0.0,-2.6340000000000003,0.0
617,-2.632,0.0,-2.632,0.0
618,-2.63,0.0,-2.63,0.0
619,-2.628,0.0,-2.628,0.0
620,-2.6260000000000003,0.0,-2.6260000000000003,0.0
