,$E^{ON}$_x,$E^{ON}$_y,$I_{}^{ON}$_x,$I_{}^{ON}$_y,$I_{gly}^{OFF}$_x,$I_{gly}^{OFF}$_y
2815,1.7639999999999998,-0.01821935350684898,1.7639999999999998,-0.0034450971330954663,1.7639999999999998,0.0046980201294594265
2816,1.7659999999999996,-0.01821923873588176,1.7659999999999996,-0.003444936911490726,1.7659999999999996,0.0046979311789412115
2817,1.7680000000000002,-0.018219124563462533,1.7680000000000002,-0.00344477827595149,1.7680000000000002,0.004697842731827287
2818,1.77,-0.018219011166842373,1.77,-0.0034446213240101504,1.77,0.004697754917061009
2819,1.7719999999999998,-0.018218898719219133,1.7719999999999998,-0.003444466150807686,1.7719999999999998,0.004697667860636863
2820,1.7739999999999996,-0.01821878738973747,1.7739999999999996,-0.0034443128490936614,1.7739999999999996,0.0046975816856004785
2821,1.7760000000000002,-0.01821867734348884,1.7760000000000002,-0.0034441615092262214,1.7760000000000002,0.0046974965120485865
2822,1.778,-0.01821856874151148,1.778,-0.0034440122191721004,1.778,0.004697412457129062
2823,1.7799999999999998,-0.01821846174079044,1.7799999999999998,-0.003443865064506616,1.7799999999999998,0.004697329635040888
2824,1.7819999999999996,-0.018218356494257553,1.7819999999999996,-0.0034437201284136694,1.7819999999999996,0.004697248157034185
2825,1.7840000000000003,-0.01821825315079145,1.7840000000000003,-0.0034435774916857474,1.7840000000000003,0.004697168131410197
2826,1.786,-0.01821815185521755,1.786,-0.0034434372327239206,1.786,0.004697089663521295
2827,1.7879999999999998,-0.01821805274830808,1.7879999999999998,-0.0034432994275378458,1.7879999999999998,0.004697012855770968
2828,1.7899999999999996,-0.018217955966782055,1.7899999999999996,-0.003443164149745763,1.7899999999999996,0.004696937807613835
2829,1.7920000000000003,-0.018217861643305282,1.7920000000000003,-0.003443031470574502,1.7920000000000003,0.00469686461555565
2830,1.794,-0.018217769906490367,1.794,-0.0034429014588594695,1.794,0.004696793373153277
2831,1.7959999999999998,-0.018217680880896713,1.7959999999999998,-0.003442774181044661,1.7959999999999998,0.004696724171014709
2832,1.7979999999999996,-0.018217594687030512,1.7979999999999996,-0.0034426497011826596,1.7979999999999996,0.004696657096799076
2833,1.8000000000000003,-0.018217511441344755,1.8000000000000003,-0.0034425280809346273,1.8000000000000003,0.0046965922352166095
2834,1.802,-0.018217431256239227,1.802,-0.003442409379570313,1.802,0.0046965296680287
2835,1.8039999999999998,-0.018217354240060508,1.8039999999999998,-0.003442293653968056,1.8039999999999998,0.004696469474047837
2836,1.8059999999999996,-0.01821728049710197,1.8059999999999996,-0.003442180958614767,1.8059999999999996,0.004696411729137644
2837,1.8080000000000003,-0.018217210127603786,1.8080000000000003,-0.0034420713456059585,1.8080000000000003,0.004696356506212869
2838,1.81,-0.01821714322775292,1.81,-0.003441964864645715,1.81,0.00469630387523938
2839,1.8119999999999998,-0.018217079889683126,1.8119999999999998,-0.0034418615630467074,1.8119999999999998,0.004696253903234193
2840,1.8139999999999996,-0.018217020201474966,1.8139999999999996,-0.0034417614857302006,1.8139999999999996,0.004696206654265421
2841,1.8160000000000003,-0.018216964247155784,1.8160000000000003,-0.003441664675226032,1.8160000000000003,0.004696162189452319
2842,1.818,-0.018216912106699727,1.818,-0.0034415711716726284,1.818,0.0046961205669652575
2843,1.8199999999999998,-0.018216863856027735,1.8199999999999998,-0.0034414810128170076,1.8199999999999998,0.0046960818420257455
2844,1.8219999999999996,-0.018216819567007537,1.8219999999999996,-0.0034413942340147663,1.8219999999999996,0.004696046066906406
2845,1.8240000000000003,-0.018216779307453666,1.8240000000000003,-0.003441310868230081,1.8240000000000003,0.0046960132909309865
2846,1.826,-0.018216743141127444,1.826,-0.003441230946035722,1.826,0.004695983560474383
2847,1.8279999999999998,-0.01821671112773699,1.8279999999999998,-0.003441154495613042,1.8279999999999998,0.004695956918962581
2848,1.8299999999999996,-0.018216683322937216,1.8299999999999996,-0.003441081542751974,1.8299999999999996,0.004695933406872715
