,_RG_fixed_x,_RG_fixed_y
1062,-1.742,0.0
1063,-1.7400000000000002,0.0
1064,-1.738,0.0
1065,-1.7360000000000002,0.0
1066,-1.734,0.0
1067,-1.7320000000000002,0.0
1068,-1.73,0.0
1069,-1.7280000000000002,0.0
1070,-1.726,0.0
1071,-1.7240000000000002,0.0
1072,-1.722,0.0
1073,-1.7200000000000002,0.0
1074,-1.718,0.0
1075,-1.7160000000000002,0.0
1076,-1.714,0.0
1077,-1.7120000000000002,0.0
1078,-1.71,0.0
1079,-1.7080000000000002,0.0
1080,-1.706,0.0
1081,-1.7040000000000002,0.0
1082,-1.702,0.0
1083,-1.7000000000000002,0.0
1084,-1.698,0.0
1085,-1.6960000000000002,0.0
1086,-1.694,0.0
1087,-1.6920000000000002,0.0
1088,-1.69,0.0
1089,-1.6880000000000002,0.0
1090,-1.686,0.0
1091,-1.6840000000000002,0.0
1092,-1.682,0.0
1093,-1.6800000000000002,0.0
1094,-1.678,0.0
1095,-1.6760000000000002,0.0
1096,-1.674,0.0
1097,-1.6720000000000002,0.0
1098,-1.67,0.0
1099,-1.6680000000000001,0.0
1100,-1.666,0.0
1101,-1.6640000000000001,0.0
1102,-1.662,0.0
1103,-1.6600000000000001,0.0
1104,-1.658,0.0
1105,-1.6560000000000001,0.0
1106,-1.654,0.0
1107,-1.6520000000000001,0.0
1108,-1.65,0.0
1109,-1.6480000000000001,0.0
1110,-1.646,0.0
1111,-1.6440000000000001,0.0
