,control_x,control_y,duration_x,duration_y,intensity_x,intensity_y
67,-2.69,0.0,-2.71,0.0,-2.69,0.0
68,-2.6799999999999997,0.0,-2.6999999999999997,0.0,-2.6799999999999997,0.0
69,-2.67,0.0,-2.69,0.0,-2.67,0.0
70,-2.6599999999999997,0.0,-2.6799999999999997,0.0,-2.6599999999999997,0.0
71,-2.65,0.0,-2.67,0.0,-2.65,0.0
72,-2.6399999999999997,0.0,-2.66,0.0,-2.6399999999999997,0.0
73,-2.63,0.0,-2.65,0.0,-2.63,0.0
74,-2.62,0.0,-2.6399999999999997,0.0,-2.62,0.0
75,-2.61,0.0,-2.63,0.0,-2.61,0.0
76,-2.5999999999999996,0.0,-2.62,0.0,-2.5999999999999996,0.0
77,-2.59,0.0,-2.61,0.0,-2.59,0.0
78,-2.58,0.0,-2.5999999999999996,0.0,-2.58,0.0
79,-2.57,0.0,-2.59,0.0,-2.57,0.0
80,-2.5599999999999996,0.0,-2.58,0.0,-2.5599999999999996,0.0
81,-2.55,0.0,-2.57,0.0,-2.55,0.0
82,-2.54,0.0,-2.5599999999999996,0.0,-2.54,0.0
83,-2.53,0.0,-2.55,0.0,-2.53,0.0
84,-2.52,0.0,-2.54,0.0,-2.52,0.0
85,-2.51,0.0,-2.53,0.0,-2.51,0.0
86,-2.5,0.0,-2.52,0.0,-2.5,0.0
87,-2.4899999999999998,0.0,-2.51,0.0,-2.4899999999999998,0.0
88,-2.48,0.0,-2.5,0.0,-2.48,0.0
89,-2.4699999999999998,0.0,-2.4899999999999998,0.0,-2.4699999999999998,0.0
90,-2.46,0.0,-2.48,0.0,-2.46,0.0
91,-2.4499999999999997,0.0,-2.4699999999999998,0.0,-2.4499999999999997,0.0
92,-2.44,0.0,-2.46,0.0,-2.44,0.0
93,-2.4299999999999997,0.0,-2.4499999999999997,0.0,-2.4299999999999997,0.0
94,-2.42,0.0,-2.44,0.0,-2.42,0.0
95,-2.4099999999999997,0.0,-2.4299999999999997,0.0,-2.4099999999999997,0.0
96,-2.4,0.0,-2.42,0.0,-2.4,0.0
97,-2.3899999999999997,0.0,-2.41,0.0,-2.3899999999999997,0.0
98,-2.38,0.0,-2.4,0.0,-2.38,0.0
99,-2.37,0.0,-2.3899999999999997,0.0,-2.37,0.0
100,-2.36,0.0,-2.38,0.0,-2.36,0.0
101,-2.3499999999999996,0.0,-2.37,0.0,-2.3499999999999996,0.0
102,-2.34,0.0,-2.36,0.0,-2.34,0.0
103,-2.33,0.0,-2.3499999999999996,0.0,-2.33,0.0
104,-2.32,0.0,-2.34,0.0,-2.32,0.0
105,-2.3099999999999996,0.0,-2.33,0.0,-2.3099999999999996,0.0
106,-2.3,0.0,-2.32,0.0,-2.3,0.0
107,-2.29,0.0,-2.3099999999999996,0.0,-2.29,0.0
108,-2.28,0.0,-2.3,0.0,-2.28,0.0
